,trip,lon,lat,x,y,x_std,y_std,dist_colony,step_distance,step_direction
48,simulation_00,-77.49833679199219,-11.944255828857422,-26084.571389834153,-19062.88319379868,-0.8694857129944717,-0.6354294397932894,31860.081674802652,524.9619955911476,38.11988182374185
49,simulation_00,-77.50077056884766,-11.95034408569336,-26355.480731870022,-19740.58117168151,-0.8785160243956674,-0.6580193723893837,32480.047788540505,727.6821355915022,-55.78754265564612
50,simulation_00,-77.50244903564453,-11.954618453979492,-26542.314760860274,-20216.37101141692,-0.8847438253620091,-0.6738790337138973,32915.33904268649,509.6918155322013,-0.3447049335741781
51,simulation_00,-77.5017318725586,-11.963642120361328,-26462.485675746255,-21220.81622863611,-0.8820828558582084,-0.707360540954537,33480.83317729199,1007.4766744017187,-25.46079845271754
52,simulation_00,-77.50249481201172,-11.966163635253906,-26547.41023437819,-21501.491894914652,-0.8849136744792729,-0.7167163964971551,33723.322227981975,292.7132416832985,20.93436707507186
53,simulation_00,-77.50277709960938,-11.97115707397461,-26578.83232107201,-22057.323131160658,-0.8859610773690669,-0.7352441043720219,34103.6668463841,556.6805634929029,-13.323229628186596
54,simulation_00,-77.506591796875,-11.972573280334473,-27003.455114231674,-22214.964343121184,-0.9001151704743892,-0.7404988114373728,34522.816544088215,444.2940104654782,66.05226948657733
55,simulation_00,-77.50928497314453,-11.978386878967285,-27303.238806202397,-22862.089479896516,-0.9101079602067466,-0.7620696493298839,35164.91428186451,710.473072336418,-44.839181891304634
56,simulation_00,-77.51256561279297,-11.979362487792969,-27668.414408319713,-22970.686759247103,-0.9222804802773238,-0.7656895586415701,35507.323594228576,373.36587360797307,48.71174721074473
57,simulation_00,-77.51472473144531,-11.98180103302002,-27908.750909248083,-23242.12687977442,-0.9302916969749361,-0.7747375626591473,35862.220144927895,359.09950036575316,-32.19371478529291
58,simulation_00,-77.51526641845703,-11.981681823730469,-27969.047345876756,-23228.85741748818,-0.9323015781958919,-0.774295247249606,35898.5935765732,60.457010579787834,61.78230214368
59,simulation_00,-77.51589965820312,-11.986410140991211,-28039.534729541265,-23755.177369609588,-0.9346511576513755,-0.7918392456536529,36293.321708270516,530.8172493016442,-95.21525550617241
60,simulation_00,-77.51605224609375,-11.986844062805176,-28056.51964126765,-23803.478212331498,-0.9352173213755883,-0.7934492737443832,36337.49478769451,51.07852279549666,11.518701780932986
61,simulation_00,-77.51419067382812,-11.989789009094238,-27849.303718205734,-24131.28700865076,-0.9283101239401912,-0.8043762336216921,36400.89679311988,385.4147037104799,-50.71210151066805
62,simulation_00,-77.51297760009766,-11.991381645202637,-27714.273669980957,-24308.567024794924,-0.9238091223326986,-0.8102855674931642,36420.09998716538,221.0754812822295,-4.958257538677515
63,simulation_00,-77.51020812988281,-11.98969554901123,-27405.997522147038,-24120.88375021835,-0.9135332507382345,-0.8040294583406116,36070.30492411396,355.18658069713143,-85.209506535331
64,simulation_00,-77.50784301757812,-11.982860565185547,-27142.731390388046,-23360.065860574516,-0.9047577130129348,-0.7786688620191505,35372.421919266286,803.2207814075316,-39.40187649521965
65,simulation_00,-77.50405883789062,-11.975300788879395,-26721.505579573655,-22518.569640230347,-0.8907168526524551,-0.7506189880076782,34509.314812113436,936.9650655244594,7.389373093564302
66,simulation_00,-77.50161743164062,-11.96813678741455,-26449.74699195147,-21721.12803467649,-0.881658233065049,-0.724037601155883,33790.441699035306,840.5880101162845,-7.652460636895228
67,simulation_00,-77.49711608886719,-11.957952499389648,-25948.69209602306,-20587.491332638467,-0.8649564032007687,-0.6862497110879489,32691.160148074585,1235.0714478068528,4.946220159894157
68,simulation_00,-77.49154663085938,-11.944757461547852,-25328.742818009945,-19118.721091099178,-0.8442914272669981,-0.6372907030366393,31304.58512675612,1589.0694610037892,-0.9454512162816968
69,simulation_00,-77.48524475097656,-11.934321403503418,-24627.26596371017,-17957.059284712617,-0.8209088654570057,-0.5985686428237539,30056.060148875007,1349.2471202560043,8.136770129595355
70,simulation_00,-77.47956085205078,-11.92701244354248,-23994.578001902268,-17143.482013018696,-0.7998192667300756,-0.5714494004339565,29075.077314667047,1022.298830082297,6.691815805678182
71,simulation_00,-77.4719467163086,-11.918173789978027,-23147.03090675557,-16159.631001267746,-0.7715676968918523,-0.5386543667089249,27826.99415298072,1286.717028531462,2.8607345019530754
72,simulation_00,-77.46454620361328,-11.906808853149414,-22323.262688025818,-14894.573544746805,-0.7441087562675273,-0.49648578482489353,26442.343755002035,1500.016926481115,-7.623599021320842
73,simulation_00,-77.45671844482422,-11.902134895324707,-21451.93671646218,-14374.304467427924,-0.715064557215406,-0.4791434822475975,25444.855595613604,998.7908960125447,26.104349366042882
74,simulation_00,-77.44871520996094,-11.896639823913574,-20561.0780964132,-13762.63533388142,-0.68536926988044,-0.4587545111293807,24380.026886517062,1064.90675328729,-3.6641651925826864
75,simulation_00,-77.44029998779297,-11.89249038696289,-19624.36021470297,-13300.751890621994,-0.654145340490099,-0.4433583963540665,23363.050201189682,1026.4021501460638,8.312953515537245
76,simulation_00,-77.43453979492188,-11.883195877075195,-18983.179797031873,-12266.158455088464,-0.6327726599010625,-0.4088719485029488,22263.849342795504,1209.9795548725876,-32.021732314892915
77,simulation_00,-77.42879486083984,-11.877314567565918,-18343.697870533415,-11611.496263734547,-0.6114565956844472,-0.3870498754578182,21381.935664611545,905.6425723064066,12.473319371994908
78,simulation_00,-77.42269134521484,-11.875457763671875,-17664.301401477947,-11404.811119164078,-0.5888100467159316,-0.3801603706388026,20712.211856462323,696.2388729089151,29.022935944076018
79,simulation_00,-77.4161148071289,-11.874881744384766,-16932.251706070678,-11340.693077396969,-0.5644083902023559,-0.37802310257989896,20081.706136826666,719.2461946432054,12.154636429116309
80,simulation_00,-77.41073608398438,-11.86919116973877,-16333.533567715547,-10707.262025701035,-0.5444511189238516,-0.3569087341900345,19241.460207774355,862.8597247604514,-42.11741670064487
81,simulation_00,-77.4052505493164,-11.863618850708008,-15722.925991151946,-10086.994280593051,-0.5240975330383982,-0.33623314268643506,18400.764732438864,861.283056587142,1.1635121823137453
82,simulation_00,-77.4018325805664,-11.855289459228516,-15342.463968480883,-9159.830411728917,-0.5114154656160295,-0.3053276803909639,17590.526671850643,999.1349304796597,-22.05196757652942
83,simulation_00,-77.399169921875,-11.849687576293945,-15046.077258855436,-8536.271839973944,-0.5015359086285145,-0.2845423946657981,17022.552582191864,687.724164953527,3.0669143124083575
84,simulation_00,-77.39495086669922,-11.841117858886719,-14576.444449620843,-7582.356735140751,-0.4858814816540281,-0.2527452245046917,16157.630798858398,1058.8746842089024,0.7797101053422253
85,simulation_00,-77.39213562011719,-11.836167335510254,-14263.07282826901,-7031.3025053177935,-0.47543576094230033,-0.23437675017725978,15632.035520757638,630.6578442677976,3.372802373403257
86,simulation_00,-77.39189910888672,-11.834122657775879,-14236.74621509311,-6803.704688184212,-0.4745582071697703,-0.22679015627280705,15507.877480875472,229.05174607710384,-22.640612439806887
87,simulation_00,-77.38681030273438,-11.833457946777344,-13670.299409018113,-6729.714166476139,-0.45567664696727045,-0.22432380554920464,14978.216030434547,559.3234406290085,75.93969432977642
88,simulation_00,-77.38064575195312,-11.832497596740723,-12984.10897527209,-6622.815378298193,-0.43280363250906967,-0.22076051260993976,14331.623439595016,680.0627985176935,-1.441999617930378
89,simulation_00,-77.37438201904297,-11.830024719238281,-12286.878348903916,-6347.553652632439,-0.4095626116301305,-0.21158512175441463,13599.41014683325,735.8423252335508,-12.923463161413224
90,simulation_00,-77.36611938476562,-11.819276809692383,-11367.145378920077,-5151.178932905075,-0.37890484596400253,-0.17170596443016917,12261.592317796676,1497.2309800019757,-31.072777842837354
91,simulation_00,-77.36247253417969,-11.810380935668945,-10961.205988659434,-4160.958579256731,-0.3653735329553145,-0.1386986193085577,11508.438383813744,1066.9652730156633,-15.096417991185206
92,simulation_00,-77.35206604003906,-11.798961639404297,-9802.835008919861,-2889.850247933266,-0.3267611669639954,-0.09632834159777554,10021.857532365399,1703.3445587798926,19.87095550140806
93,simulation_00,-77.3437728881836,-11.789366722106934,-8879.705056590745,-1821.8177674384124,-0.29599016855302485,-0.060727258914613745,8881.507512807611,1399.0212601397936,-1.5003779677772968
94,simulation_00,-77.33252716064453,-11.781732559204102,-7627.917062356045,-972.0414026276278,-0.25426390207853483,-0.03240138008758759,7530.335600872259,1491.2151075215572,15.026290938104857
95,simulation_00,-77.32254028320312,-11.776874542236328,-6516.254589864035,-431.2842755387911,-0.21720848632880116,-0.014376142517959704,6393.6940298277505,1215.2000216632136,8.317008581200795
96,simulation_00,-77.31199645996094,-11.771178245544434,-5342.597189570714,202.78371034688232,-0.17808657298569047,0.006759457011562744,5234.155387693958,1312.310806085234,-2.4695512640137167
97,simulation_00,-77.30718231201172,-11.769511222839355,-4806.723224603214,388.34387095765703,-0.1602241074867738,0.012944795698588567,4721.63445469235,556.4568585417013,9.41263768501112
98,simulation_00,-77.3080062866211,-11.76811408996582,-4898.441747925702,543.8619689523853,-0.1632813915975234,0.01812873229841284,4826.180792110926,179.5778573524392,-100.52178041274067
99,simulation_00,-77.30200958251953,-11.766818046569824,-4230.934717078705,688.1275629283823,-0.14103115723595683,0.022937585430946077,4198.749808711879,669.2132760301708,107.55200406303464
100,simulation_00,-77.29523468017578,-11.762129783630371,-3476.8046364271354,1209.9889757216138,-0.11589348788090452,0.040332965857387125,3612.4048830184397,904.1071392412166,-22.805343945287348
101,simulation_00,-77.29199981689453,-11.75916576385498,-3116.7245078277374,1539.9208860066751,-0.10389081692759125,0.05133069620022251,3417.806594579596,482.8314947429882,-7.849874734968807
102,simulation_00,-77.29081726074219,-11.759495735168457,-2985.0914419482406,1503.1910143983641,-0.09950304806494135,0.05010636714661214,3286.307425446857,134.00246602454493,59.012282451219214
103,simulation_00,-77.28607177734375,-11.75864315032959,-2456.860687257614,1598.0942086695495,-0.08189535624192046,0.05326980695565165,2887.747378211437,525.7808085270733,-26.306791284903852
104,simulation_00,-77.28412628173828,-11.754666328430176,-2240.3030627461835,2040.763470538503,-0.07467676875820611,0.0680254490179501,2995.8394251944783,490.82204741090214,-54.009526724024624
105,simulation_00,-77.2833023071289,-11.747016906738281,-2148.5845394236953,2892.2383265219264,-0.07161948464745652,0.09640794421739755,3576.2681266251,856.1967130011618,-19.57186843530019
106,simulation_00,-77.28185272216797,-11.744378089904785,-1987.2278780230217,3185.971143690126,-0.06624092926743405,0.1061990381230042,3733.025557124351,333.5206271319443,22.2525619680564
107,simulation_00,-77.28126525878906,-11.746062278747559,-1921.835967876433,2998.5001805101333,-0.06406119892921443,0.09995000601700445,3539.9215074910567,198.10168191638311,132.87183985270272
108,simulation_00,-77.27693176269531,-11.745061874389648,-1439.4644748470505,3109.857508016256,-0.04798214916156835,0.10366191693387519,3414.2661298057415,485.2221886667747,-84.41168632036931
109,simulation_00,-77.27693176269531,-11.742852210998535,-1439.4644748470505,3355.820260953993,-0.04798214916156835,0.1118606753651331,3639.7177149486165,245.96275293773738,-76.73294594141191
110,simulation_00,-77.2742691040039,-11.745390892028809,-1143.0777652216025,3073.233792106235,-0.038102592174053415,0.10244112640354117,3270.6456973707577,405.04426265916777,134.2404859487417
111,simulation_00,-77.2734375,-11.749250411987305,-1050.509996312795,2643.621681126941,-0.03501699987709317,0.08812072270423137,2836.627625605528,439.0673866531552,33.84740880800723
112,simulation_00,-77.26770782470703,-11.756856918334961,-412.7265609869745,1796.923831566564,-0.01375755203289915,0.059897461052218805,1841.7916913462693,1052.0397666841757,-24.494875985969827
113,simulation_00,-77.26715850830078,-11.762843132019043,-351.5808787719824,1130.584513400756,-0.011719362625732746,0.037686150446691866,1181.8159595791608,669.0228526117875,31.273508254342204
200,simulation_01,-77.27666473388672,-11.776835441589355,-1409.7408793258737,-426.93189190890456,-0.04699136264419579,-0.014231063063630152,1444.6034299618036,,
201,simulation_01,-77.27958679199219,-11.767560958862305,-1735.0019388861792,605.432273960537,-0.057833397962872644,0.020181075798684566,1803.1973131978302,1080.354971465306,
202,simulation_01,-77.27983856201172,-11.762321472167969,-1763.0270432347172,1188.6516803653403,-0.05876756810782391,0.03962172267884468,2095.6801397885433,583.8643934896633,14.44861290123157
203,simulation_01,-77.28416442871094,-11.76020622253418,-2244.5492906777804,1424.105019172376,-0.07481830968925934,0.04747016730574587,2618.5049816950986,526.9424896448662,-60.76660254608407
204,simulation_01,-77.28938293457031,-11.75778865814209,-2825.4332717202055,1693.209714337315,-0.09418110905734019,0.05644032381124384,3243.164920015531,629.1497023421438,-1.2170922158622943
205,simulation_01,-77.29556274414062,-11.753252029418945,-3513.322196638867,2198.19237110245,-0.11711073988796224,0.07327307903674833,4081.9691989565626,841.7584288784718,11.54020557365476
206,simulation_01,-77.30078887939453,-11.750469207763672,-4095.0554232676113,2507.954698712427,-0.13650184744225372,0.08359848995708091,4728.902157138516,648.3269752654626,-8.322660713258756
207,simulation_01,-77.30587005615234,-11.74574089050293,-4660.652983756288,3034.2746508338355,-0.15535509945854295,0.10114248836112785,5479.625334816418,763.9707093304958,15.004256669593815
208,simulation_01,-77.30677032470703,-11.743016242980957,-4760.8639629419695,3337.5614808481278,-0.15869546543139898,0.11125204936160425,5732.706789597378,318.7617967389842,28.52884110901192
209,simulation_01,-77.31277465820312,-11.740431785583496,-5429.220239375287,3625.2434232138025,-0.18097400797917623,0.12084144744046009,6433.899029701887,714.8161266566656,-48.34235978464443
210,simulation_01,-77.3203125,-11.73748779296875,-6268.274878658789,3952.946063834776,-0.20894249595529296,0.13176486879449253,7299.740359549488,884.4548583445265,-1.9846504731568189
211,simulation_01,-77.32616424560547,-11.735525131225586,-6919.64624336572,4171.414490915425,-0.23065487477885732,0.13904714969718082,7955.824036334493,674.1348987014243,-2.837751973439481
212,simulation_01,-77.3298110961914,-11.730827331542969,-7325.585633626361,4694.337460691556,-0.2441861877875454,0.1564779153563852,8571.746547242363,656.826308683829,33.853517390136915
213,simulation_01,-77.33028411865234,-11.724496841430664,-7378.238859978161,5398.998985940023,-0.24594129533260536,0.17996663286466744,9018.342992684376,706.5448947196686,33.0532626645541
214,simulation_01,-77.33375549316406,-11.722381591796875,-7764.645601753457,5634.45232474706,-0.2588215200584486,0.18781507749156864,9462.427072157916,445.62779096775506,-53.92098439896142
215,simulation_01,-77.33939361572266,-11.720403671264648,-8392.238090043447,5854.619243000347,-0.2797412696681149,0.19515397476667823,10088.96039680605,652.755895601795,-12.183403689801821
216,simulation_01,-77.343994140625,-11.715928077697754,-8904.333178594004,6352.807935074927,-0.2968111059531335,0.21176026450249755,10787.044512822124,706.8353678916109,25.10301754956646
217,simulation_01,-77.34822082519531,-11.71196460723877,-9374.815233414916,6793.991017167821,-0.31249384111383055,0.22646636723892738,11419.517699815473,637.8650487529175,-1.0532958772493544
218,simulation_01,-77.35362243652344,-11.710030555725098,-9976.081108529006,7009.274773299773,-0.3325360369509669,0.23364249244332577,12022.096676405668,626.87596579129,-23.675872623817668
219,simulation_01,-77.35794830322266,-11.708442687988281,-10457.603355972069,7186.024010952485,-0.3485867785324023,0.23953413369841617,12508.886396359638,503.54171628792096,0.4637694036568405
220,simulation_01,-77.35987854003906,-11.709670066833496,-10672.46248931086,7049.401627253361,-0.3557487496436953,0.2349800542417787,12604.716674294274,250.8561694897211,-53.547987594992264
221,simulation_01,-77.36189270019531,-11.70985221862793,-10896.663324099165,7029.125888879987,-0.3632221108033055,0.23430419629599955,12776.107410305402,220.4691451892914,27.722250920024862
222,simulation_01,-77.36629486083984,-11.708829879760742,-11386.678027405422,7142.924797446777,-0.3795559342468474,0.2380974932482259,13240.435882587817,493.1276696223479,18.618886017061925
223,simulation_01,-77.37007141113281,-11.706771850585938,-11807.054592633493,7372.008794356419,-0.3935684864211164,0.2457336264785473,13710.640325858938,471.0831351598708,15.754834589939264
224,simulation_01,-77.37865447998047,-11.710495948791504,-12762.455877242744,6957.470792534293,-0.42541519590809146,0.23191569308447643,14301.796115677505,1023.2508387616375,-52.996211055364256
225,simulation_01,-77.38475036621094,-11.708405494689941,-13441.003100711894,7190.16408318579,-0.44803343669039647,0.239672136106193,14995.956079951598,703.9945743290189,43.19993188373323
226,simulation_01,-77.3923110961914,-11.707439422607422,-14282.605476754352,7297.699805553478,-0.47608684922514505,0.24325666018511594,15773.506871433523,831.0791821519163,-11.866755241527926
227,simulation_01,-77.40205383300781,-11.705586433410645,-15367.092090484146,7503.960327330786,-0.5122364030161382,0.2501320109110262,16813.133726243013,1081.7747710957133,3.5570762586082196
228,simulation_01,-77.406494140625,-11.71019172668457,-15861.353021721998,6991.334460288776,-0.5287117673907332,0.23304448200962588,17030.644050140785,704.9962866303069,-57.63782505108628
229,simulation_01,-77.41194152832031,-11.712059020996094,-16467.714370354002,6783.481603037119,-0.5489238123451334,0.22611605343457064,17491.97653382007,629.0697756990393,27.35260567689093
230,simulation_01,-77.417236328125,-11.709582328796387,-17057.09080725962,7059.167951496033,-0.5685696935753207,0.23530559838320111,18130.866950272975,639.575575540908,44.82780859588988
231,simulation_01,-77.42135620117188,-11.706290245056152,-17515.683423872062,7425.617421992827,-0.5838561141290688,0.24752058073309424,18687.91226697465,579.5967846953563,13.682416585290184
232,simulation_01,-77.42344665527344,-11.707050323486328,-17748.37671452356,7341.011330455763,-0.5916125571507854,0.24470037768185876,18864.090116754312,243.05394090892392,-59.58693596962735
233,simulation_01,-77.42357635498047,-11.705717086791992,-17762.81388949099,7489.416996665066,-0.5920937963163663,0.24964723322216886,18935.35667613222,149.07747406634178,104.92961338152426
234,simulation_01,-77.42769622802734,-11.707409858703613,-18221.40650610343,7300.990632200464,-0.6073802168701143,0.2433663544066821,19276.354757306584,486.98430741304423,-107.32221421768926
235,simulation_01,-77.42985534667969,-11.710810661315918,-18461.7430070318,6922.439412098621,-0.6153914335677266,0.23074798040328737,19355.640440936284,445.73949503093155,-35.36838906363698
236,simulation_01,-77.42803192138672,-11.705574035644531,-18258.77331190148,7505.340351408555,-0.6086257770633827,0.2501780117136185,19388.4594228407,615.8520464518011,166.959676234446
237,simulation_01,-77.42977905273438,-11.701053619384766,-18453.250551168607,8008.51836130276,-0.6151083517056202,0.26695061204342535,19762.794322595542,538.0086615307259,-39.55755346757388
238,simulation_01,-77.4321517944336,-11.697196006774902,-18717.365928513922,8437.918160885474,-0.6239121976171307,0.2812639386961825,20175.37903032079,501.27133475453303,-10.330927785905374
239,simulation_01,-77.4338150024414,-11.696499824523926,-18902.501466331534,8515.411820637113,-0.6300833822110511,0.2838470606879038,20372.46239242406,197.15906384251537,-35.794758289858976
240,simulation_01,-77.43818664550781,-11.693035125732422,-19389.119187292516,8901.075472524382,-0.6463039729097505,0.29670251575081275,20967.147607886352,613.0286488791171,15.839855570374482
241,simulation_01,-77.43898010253906,-11.685684204101562,-19477.44072826973,9719.32359494306,-0.6492480242756576,0.32397745316476867,21404.622511058285,822.8064620502698,44.9819015319535
242,simulation_01,-77.43865966796875,-11.682770729064941,-19441.772413644314,10043.629253218756,-0.6480590804548104,0.33478764177395853,21523.013461802922,326.181253596313,12.181262365313898
243,simulation_01,-77.44038391113281,-11.687212944030762,-19633.701916152484,9549.156010584324,-0.6544567305384161,0.3183052003528108,21464.76027585202,528.9893360912655,-165.33546359598256
